C01 TITLE: CO event sampling data 
C02 FILE NAME: mid528n00.noaa.as.fl.co.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 2587
C05 HEADER LINES: 39
C06 DATA VERSION: 201708
C07 STATION NAME: Sand Island 
C08 STATION CATEGORY: Regional
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 28.2
C13 LONGITUDE: -177.37
C14 ALTITUDE: 7.7
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1990-11-27 2016-12-31
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31 # comment:  ************ COLLABORATORS ***************
C32 # comment: 
C33 # comment: NOAA thanks the following collaborators without
C34 # comment: whom these measurements would not be possible.
C35 # comment: 
C36 # collaborator_name: U.S. Fish and Wildlife Service [USFWS]
C37 # collaborator_url: http://midway.fws.gov
C38 # comment: 
C39   DATE  TIME       DATE  TIME         CO    ND      SD     F CS       REM
1990-11-27 01:30 9999-99-99 99:99 -99999.999 -9999 -99999.   *..  0   1085-81
2010-06-07 21:25 9999-99-99 99:99     88.980 -9999 -99999.   ...  0   4841-99
2010-06-07 21:25 9999-99-99 99:99     91.760 -9999 -99999.   ...  0    928-99
2010-06-15 02:30 9999-99-99 99:99     92.910 -9999 -99999.   ...  0   1860-99
2010-06-15 02:30 9999-99-99 99:99     91.640 -9999 -99999.   ...  0   4193-99
2010-06-22 05:02 9999-99-99 99:99     82.410 -9999 -99999.   ...  0   2272-99
2010-06-22 05:02 9999-99-99 99:99     82.500 -9999 -99999.   ...  0   3295-99
2010-06-28 21:18 9999-99-99 99:99     76.840 -9999 -99999.   ...  0   1700-99
2010-06-28 21:18 9999-99-99 99:99     76.090 -9999 -99999.   ...  0   2879-99
2010-07-06 20:30 9999-99-99 99:99     76.990 -9999 -99999.   ...  0   1827-99
2010-07-06 20:30 9999-99-99 99:99     76.510 -9999 -99999.   ...  0   1828-99
2010-07-12 21:50 9999-99-99 99:99     79.090 -9999 -99999.   ...  0   3876-99
2010-07-12 21:50 9999-99-99 99:99     78.140 -9999 -99999.   ...  0   4013-99
2010-07-18 01:00 9999-99-99 99:99     74.000 -9999 -99999.   ...  0    109-99
2010-07-18 01:00 9999-99-99 99:99     73.770 -9999 -99999.   ...  0   1497-99
2010-07-26 14:23 9999-99-99 99:99     80.720 -9999 -99999.   ...  0   4299-99
2010-07-26 14:23 9999-99-99 99:99     81.540 -9999 -99999.   ...  0   4404-99
2010-08-02 21:00 9999-99-99 99:99     70.700 -9999 -99999.   ...  0   1841-99
2010-08-02 21:00 9999-99-99 99:99     70.540 -9999 -99999.   ...  0   4183-99
2010-08-09 22:15 9999-99-99 99:99     66.390 -9999 -99999.   ...  0   5175-99
2010-08-18 19:00 9999-99-99 99:99     88.540 -9999 -99999.   ...  0    183-99
2010-08-18 19:00 9999-99-99 99:99     88.060 -9999 -99999.   ...  0   4613-99
2010-08-24 22:00 9999-99-99 99:99     71.130 -9999 -99999.   ...  0   2293-99
2010-08-24 22:00 9999-99-99 99:99     69.140 -9999 -99999.   ...  0   3949-99
2010-08-30 20:15 9999-99-99 99:99     84.790 -9999 -99999.   ...  0   1147-99
2010-08-30 20:15 9999-99-99 99:99     84.570 -9999 -99999.   ...  0   4005-99
2010-09-07 18:15 9999-99-99 99:99     86.160 -9999 -99999.   ...  0   2084-99
2010-09-07 18:15 9999-99-99 99:99     85.990 -9999 -99999.   ...  0    320-99
2010-09-13 20:00 9999-99-99 99:99     91.040 -9999 -99999.   ...  0   1976-99
2010-09-13 20:00 9999-99-99 99:99     90.200 -9999 -99999.   ...  0   3037-99
2010-09-20 19:30 9999-99-99 99:99     78.410 -9999 -99999.   ...  0   4213-99
2010-09-20 19:30 9999-99-99 99:99     78.780 -9999 -99999.   ...  0   5268-99
2010-09-27 20:20 9999-99-99 99:99    109.340 -9999 -99999.   ...  0   2053-99
2010-09-27 20:20 9999-99-99 99:99    108.950 -9999 -99999.   ...  0    412-99
2010-10-04 20:10 9999-99-99 99:99    107.620 -9999 -99999.   ...  0   3022-99
2010-10-04 20:10 9999-99-99 99:99    106.770 -9999 -99999.   ...  0   5326-99
2010-10-12 18:30 9999-99-99 99:99     79.160 -9999 -99999.   ...  0   1471-99
2010-10-12 18:30 9999-99-99 99:99     78.560 -9999 -99999.   ...  0   4832-99
2010-10-18 19:40 9999-99-99 99:99     90.610 -9999 -99999.   ...  0   1653-99
2010-10-18 19:40 9999-99-99 99:99     93.390 -9999 -99999.   ...  0   1654-99
2010-10-25 21:00 9999-99-99 99:99     96.070 -9999 -99999.   ...  0   5137-99
2010-10-25 21:00 9999-99-99 99:99     94.550 -9999 -99999.   ...  0   5138-99
2010-11-01 20:48 9999-99-99 99:99    115.340 -9999 -99999.   ...  0   2453-99
2010-11-01 20:48 9999-99-99 99:99    114.830 -9999 -99999.   ...  0   2454-99
2010-11-08 19:45 9999-99-99 99:99     91.370 -9999 -99999.   ...  0   2414-99
2010-11-08 19:45 9999-99-99 99:99     89.810 -9999 -99999.   ...  0   3665-99
2010-11-15 19:30 9999-99-99 99:99    128.880 -9999 -99999.   ...  0   1145-99
2010-11-15 19:30 9999-99-99 99:99    129.810 -9999 -99999.   ...  0   1510-99
2010-11-22 22:03 9999-99-99 99:99    115.680 -9999 -99999.   ...  0   1957-99
2010-11-22 22:03 9999-99-99 99:99    115.620 -9999 -99999.   ...  0   2532-99
2010-11-29 20:05 9999-99-99 99:99    102.680 -9999 -99999.   ...  0   1006-99
2010-11-29 20:05 9999-99-99 99:99    102.520 -9999 -99999.   ...  0   2531-99
2010-12-06 20:15 9999-99-99 99:99     93.290 -9999 -99999.   ...  0   3257-99
2010-12-06 20:15 9999-99-99 99:99     92.160 -9999 -99999.   ...  0   4860-99
2010-12-13 20:35 9999-99-99 99:99    105.810 -9999 -99999.   ...  0   3623-99
2010-12-13 20:35 9999-99-99 99:99    108.130 -9999 -99999.   ...  0   4144-99
2010-12-20 19:00 9999-99-99 99:99    102.760 -9999 -99999.   ...  0   3651-99
2010-12-20 19:00 9999-99-99 99:99    101.180 -9999 -99999.   ...  0   4993-99
2010-12-27 19:30 9999-99-99 99:99    162.080 -9999 -99999.   .X.  0   1085-99
2010-12-27 19:30 9999-99-99 99:99    161.690 -9999 -99999.   .X.  0   5326-99
2011-01-03 19:30 9999-99-99 99:99     77.480 -9999 -99999.   ...  0   1970-99
2011-01-03 19:30 9999-99-99 99:99     79.010 -9999 -99999.   ...  0    796-99
2011-01-10 21:30 9999-99-99 99:99    136.900 -9999 -99999.   ...  0   3617-99
2011-01-10 21:30 9999-99-99 99:99    133.820 -9999 -99999.   ...  0   3618-99
2011-01-18 20:30 9999-99-99 99:99    136.810 -9999 -99999.   ...  0   2064-99
2011-01-18 20:30 9999-99-99 99:99    137.700 -9999 -99999.   ...  0     53-99
2011-01-24 20:00 9999-99-99 99:99    132.780 -9999 -99999.   ...  0   5083-99
2011-01-24 20:00 9999-99-99 99:99    132.060 -9999 -99999.   ...  0   5084-99
2011-02-01 19:30 9999-99-99 99:99    123.360 -9999 -99999.   ...  0    773-99
2011-02-01 19:30 9999-99-99 99:99    122.550 -9999 -99999.   ...  0    774-99
2011-02-07 22:20 9999-99-99 99:99    129.050 -9999 -99999.   ...  0   4957-99
2011-02-14 22:00 9999-99-99 99:99    134.510 -9999 -99999.   ...  0   2463-99
2011-02-14 22:00 9999-99-99 99:99    133.950 -9999 -99999.   ...  0   4620-99
2011-02-22 20:00 9999-99-99 99:99    136.800 -9999 -99999.   ...  0   1741-99
2011-02-22 20:00 9999-99-99 99:99    137.210 -9999 -99999.   ...  0   1742-99
2011-02-28 20:10 9999-99-99 99:99    126.020 -9999 -99999.   ...  0   1386-99
2011-02-28 20:10 9999-99-99 99:99    125.480 -9999 -99999.   ...  0   5061-99
2011-03-07 21:30 9999-99-99 99:99    138.170 -9999 -99999.   ...  0   3367-99
2011-03-07 21:30 9999-99-99 99:99    138.170 -9999 -99999.   ...  0   3368-99
2011-03-15 00:30 9999-99-99 99:99    150.730 -9999 -99999.   ...  0   1414-99
2011-03-15 00:30 9999-99-99 99:99    149.310 -9999 -99999.   ...  0   1975-99
2011-03-21 22:03 9999-99-99 99:99    127.860 -9999 -99999.   ...  0   2455-99
2011-03-21 22:03 9999-99-99 99:99    127.330 -9999 -99999.   ...  0   2456-99
2011-03-29 02:18 9999-99-99 99:99    117.280 -9999 -99999.   ...  0   4943-99
2011-04-05 01:04 9999-99-99 99:99    136.240 -9999 -99999.   ...  0   1460-99
2011-04-05 01:04 9999-99-99 99:99    135.370 -9999 -99999.   ...  0   2516-99
2011-04-12 01:34 9999-99-99 99:99    105.610 -9999 -99999.   ...  0   4197-99
2011-04-12 01:34 9999-99-99 99:99    105.980 -9999 -99999.   ...  0   4198-99
2011-04-19 00:51 9999-99-99 99:99    172.440 -9999 -99999.   ...  0   2176-99
2011-04-19 00:51 9999-99-99 99:99    171.900 -9999 -99999.   ...  0   4854-99
2011-04-26 01:13 9999-99-99 99:99    139.730 -9999 -99999.   ...  0   5367-99
2011-04-26 01:13 9999-99-99 99:99    139.790 -9999 -99999.   ...  0   5368-99
2011-05-03 01:27 9999-99-99 99:99    131.170 -9999 -99999.   ...  0   2907-99
2011-05-03 01:27 9999-99-99 99:99    131.090 -9999 -99999.   ...  0   5268-99
2011-05-09 19:57 9999-99-99 99:99    131.500 -9999 -99999.   ...  0   3267-99
2011-05-09 19:57 9999-99-99 99:99    131.000 -9999 -99999.   ...  0   3268-99
2011-05-17 00:55 9999-99-99 99:99     95.620 -9999 -99999.   ...  0   1877-99
2011-05-17 00:55 9999-99-99 99:99     96.870 -9999 -99999.   ...  0    634-99
2011-05-25 20:37 9999-99-99 99:99    103.260 -9999 -99999.   ...  0   4006-99
2011-05-25 20:37 9999-99-99 99:99    103.100 -9999 -99999.   ...  0   4781-99
2011-06-01 01:17 9999-99-99 99:99     97.340 -9999 -99999.   ...  0    167-99
2011-06-01 01:17 9999-99-99 99:99     96.330 -9999 -99999.   ...  0    168-99
2011-06-06 20:30 9999-99-99 99:99    126.630 -9999 -99999.   ...  0   5167-99
2011-06-06 20:30 9999-99-99 99:99    126.280 -9999 -99999.   ...  0   5168-99
2011-06-14 18:33 9999-99-99 99:99     94.330 -9999 -99999.   ...  0   4951-99
2011-06-20 20:28 9999-99-99 99:99     84.310 -9999 -99999.   ...  0   1573-99
2011-06-20 20:28 9999-99-99 99:99     84.940 -9999 -99999.   ...  0   4141-99
2011-06-27 20:33 9999-99-99 99:99     81.310 -9999 -99999.   P..  0   2347-99
2011-06-27 20:33 9999-99-99 99:99     77.150 -9999 -99999.   P..  0   2986-99
2011-07-05 21:58 9999-99-99 99:99     89.950 -9999 -99999.   A..  0   1192-99
2011-07-05 21:58 9999-99-99 99:99     89.730 -9999 -99999.   A..  0   1214-99
2011-07-11 20:20 9999-99-99 99:99     69.780 -9999 -99999.   ...  0   3899-99
2011-07-11 20:20 9999-99-99 99:99     69.710 -9999 -99999.   ...  0   3900-99
2011-07-18 19:41 9999-99-99 99:99     70.510 -9999 -99999.   ...  0   3653-99
2011-07-18 19:41 9999-99-99 99:99     70.180 -9999 -99999.   ...  0   3654-99
2011-07-25 21:55 9999-99-99 99:99     71.620 -9999 -99999.   ...  0   2163-99
2011-07-25 21:55 9999-99-99 99:99     71.770 -9999 -99999.   ...  0   4392-99
2011-08-01 21:48 9999-99-99 99:99     81.010 -9999 -99999.   ...  0   4416-99
2011-08-01 21:48 9999-99-99 99:99     79.520 -9999 -99999.   ...  0   4618-99
2011-08-08 20:42 9999-99-99 99:99     69.780 -9999 -99999.   ...  0   4205-99
2011-08-08 20:42 9999-99-99 99:99     69.320 -9999 -99999.   ...  0   4206-99
2011-08-16 00:20 9999-99-99 99:99     66.010 -9999 -99999.   ...  0   4648-99
2011-08-16 00:20 9999-99-99 99:99     69.650 -9999 -99999.   ...  0    625-99
2011-08-22 20:46 9999-99-99 99:99     83.490 -9999 -99999.   ...  0   3805-99
2011-08-22 20:46 9999-99-99 99:99     82.690 -9999 -99999.   ...  0   4579-99
2011-08-29 20:02 9999-99-99 99:99     75.710 -9999 -99999.   ...  0   1493-99
2011-08-29 20:02 9999-99-99 99:99     75.030 -9999 -99999.   ...  0   3624-99
2011-09-06 19:24 9999-99-99 99:99     73.950 -9999 -99999.   ...  0    646-99
2011-09-06 19:24 9999-99-99 99:99     73.630 -9999 -99999.   ...  0    798-99
2011-09-09 20:22 9999-99-99 99:99     72.830 -9999 -99999.   ...  0   2143-99
2011-09-09 20:22 9999-99-99 99:99     72.410 -9999 -99999.   ...  0   2144-99
2011-09-12 20:26 9999-99-99 99:99     91.750 -9999 -99999.   ...  0   3812-99
2011-09-12 20:26 9999-99-99 99:99     89.480 -9999 -99999.   ...  0   4371-99
2011-09-26 20:06 9999-99-99 99:99     84.270 -9999 -99999.   P..  0   1051-99
2011-09-26 20:06 9999-99-99 99:99     76.810 -9999 -99999.   P..  0   1052-99
2011-10-03 20:00 9999-99-99 99:99     89.180 -9999 -99999.   ...  0   1807-99
2011-10-03 20:00 9999-99-99 99:99     87.990 -9999 -99999.   ...  0   5211-99
2011-10-11 19:38 9999-99-99 99:99     71.280 -9999 -99999.   ...  0   2084-99
2011-10-11 19:38 9999-99-99 99:99     69.700 -9999 -99999.   ...  0   3344-99
2011-10-17 19:15 9999-99-99 99:99    116.480 -9999 -99999.   ...  0   2036-99
2011-10-17 19:15 9999-99-99 99:99    117.790 -9999 -99999.   ...  0   6046-66
2011-10-24 20:55 9999-99-99 99:99    109.150 -9999 -99999.   ...  0   3329-99
2011-10-24 20:55 9999-99-99 99:99    109.480 -9999 -99999.   ...  0   3330-99
2011-10-31 19:45 9999-99-99 99:99     83.810 -9999 -99999.   ...  0   4783-99
2011-10-31 19:45 9999-99-99 99:99     83.590 -9999 -99999.   ...  0   4784-99
2011-11-07 20:09 9999-99-99 99:99     82.350 -9999 -99999.   ...  0    128-99
2011-11-07 20:09 9999-99-99 99:99     80.080 -9999 -99999.   ...  0    824-99
2011-11-14 21:03 9999-99-99 99:99    116.520 -9999 -99999.   ...  0   2761-99
2011-11-14 21:03 9999-99-99 99:99    114.220 -9999 -99999.   ...  0   2762-99
2011-11-22 06:00 9999-99-99 99:99     89.750 -9999 -99999.   ...  0   1114-99
2011-11-22 06:00 9999-99-99 99:99     90.850 -9999 -99999.   ...  0   2069-99
2011-11-29 02:30 9999-99-99 99:99    104.780 -9999 -99999.   ...  0   3359-99
2011-11-29 02:30 9999-99-99 99:99    103.110 -9999 -99999.   ...  0   3360-99
2011-12-06 21:00 9999-99-99 99:99    111.180 -9999 -99999.   ...  0    895-99
2011-12-06 21:00 9999-99-99 99:99    111.140 -9999 -99999.   ...  0    896-99
2011-12-13 02:45 9999-99-99 99:99     92.380 -9999 -99999.   ...  0   1025-99
2011-12-13 02:45 9999-99-99 99:99     91.110 -9999 -99999.   ...  0   4603-99
2011-12-20 01:44 9999-99-99 99:99    105.800 -9999 -99999.   ...  0   2472-99
2011-12-20 01:44 9999-99-99 99:99    105.280 -9999 -99999.   ...  0   4737-99
2011-12-28 00:47 9999-99-99 99:99    102.330 -9999 -99999.   -..  0    364-99
2011-12-28 00:47 9999-99-99 99:99    129.830 -9999 -99999.   +..  0   4131-99
2012-01-04 01:34 9999-99-99 99:99    119.020 -9999 -99999.   ...  0   2076-99
2012-01-04 01:34 9999-99-99 99:99    120.730 -9999 -99999.   ...  0   2603-99
2012-01-10 02:31 9999-99-99 99:99    146.770 -9999 -99999.   +..  0    353-99
2012-01-10 02:31 9999-99-99 99:99    119.990 -9999 -99999.   -..  0    363-99
2012-01-18 01:43 9999-99-99 99:99    141.380 -9999 -99999.   ...  0   3524-99
2012-01-18 01:43 9999-99-99 99:99    141.480 -9999 -99999.   ...  0   4753-99
2012-01-23 20:51 9999-99-99 99:99    124.590 -9999 -99999.   ...  0   3073-99
2012-01-23 20:51 9999-99-99 99:99    124.160 -9999 -99999.   ...  0   3074-99
2012-01-30 21:54 9999-99-99 99:99     92.320 -9999 -99999.   .X.  0   4894-99
2012-01-30 21:54 9999-99-99 99:99     91.260 -9999 -99999.   .X.  0   5212-99
2012-02-06 21:48 9999-99-99 99:99    149.520 -9999 -99999.   ...  0   1766-99
2012-02-06 21:48 9999-99-99 99:99    150.190 -9999 -99999.   ...  0    910-99
2012-02-13 19:57 9999-99-99 99:99    193.860 -9999 -99999.   .X.  0    495-99
2012-02-13 19:57 9999-99-99 99:99    192.900 -9999 -99999.   .X.  0    496-99
2012-02-21 19:13 9999-99-99 99:99    146.870 -9999 -99999.   ...  0    879-99
2012-02-21 19:13 9999-99-99 99:99    148.170 -9999 -99999.   ...  0    880-99
2012-02-28 00:19 9999-99-99 99:99    105.140 -9999 -99999.   ...  0   3105-99
2012-02-28 00:19 9999-99-99 99:99    105.320 -9999 -99999.   ...  0   3106-99
2012-03-05 20:40 9999-99-99 99:99    160.710 -9999 -99999.   ...  0   4317-99
2012-03-05 20:40 9999-99-99 99:99    161.470 -9999 -99999.   ...  0    569-99
2012-03-12 19:33 9999-99-99 99:99    133.670 -9999 -99999.   ...  0   2081-99
2012-03-12 19:33 9999-99-99 99:99    133.210 -9999 -99999.   ...  0   2082-99
2012-03-19 19:20 9999-99-99 99:99    145.890 -9999 -99999.   ...  0   1735-99
2012-03-19 19:20 9999-99-99 99:99    145.540 -9999 -99999.   ...  0   1736-99
2012-03-26 19:30 9999-99-99 99:99    134.660 -9999 -99999.   ...  0   3537-99
2012-03-26 19:30 9999-99-99 99:99    134.160 -9999 -99999.   ...  0   3538-99
2012-04-03 20:30 9999-99-99 99:99    157.160 -9999 -99999.   ...  0   4845-99
2012-04-03 20:30 9999-99-99 99:99    156.500 -9999 -99999.   ...  0   4846-99
2012-04-09 19:36 9999-99-99 99:99    128.050 -9999 -99999.   ...  0   3461-99
2012-04-09 19:36 9999-99-99 99:99    127.680 -9999 -99999.   ...  0   3462-99
2012-04-16 19:09 9999-99-99 99:99    124.550 -9999 -99999.   ...  0   1518-99
2012-04-16 19:09 9999-99-99 99:99    123.500 -9999 -99999.   ...  0   4077-99
2012-04-23 20:12 9999-99-99 99:99    115.800 -9999 -99999.   ...  0    586-99
2012-04-23 20:12 9999-99-99 99:99    116.370 -9999 -99999.   ...  0    889-99
2012-05-01 03:32 9999-99-99 99:99    135.440 -9999 -99999.   ...  0   3917-99
2012-05-01 03:32 9999-99-99 99:99    135.140 -9999 -99999.   ...  0   4768-99
2012-05-08 02:41 9999-99-99 99:99     88.060 -9999 -99999.   ...  0   2409-99
2012-05-08 02:41 9999-99-99 99:99     88.530 -9999 -99999.   ...  0   2410-99
2012-05-15 03:14 9999-99-99 99:99     90.790 -9999 -99999.   ...  0   5135-99
2012-05-15 03:14 9999-99-99 99:99     89.920 -9999 -99999.   ...  0   5136-99
2012-05-22 02:11 9999-99-99 99:99     93.530 -9999 -99999.   -..  0   5257-99
2012-05-22 02:11 9999-99-99 99:99    100.170 -9999 -99999.   +..  0   5258-99
2012-05-30 03:56 9999-99-99 99:99     77.540 -9999 -99999.   +..  0   1951-99
2012-05-30 03:56 9999-99-99 99:99     70.250 -9999 -99999.   -..  0   1952-99
2012-06-06 03:48 9999-99-99 99:99     74.600 -9999 -99999.   ...  0   3456-99
2012-06-06 03:48 9999-99-99 99:99     74.320 -9999 -99999.   ...  0   4733-99
2012-06-12 00:44 9999-99-99 99:99     80.050 -9999 -99999.   ...  0   3171-99
2012-06-12 00:44 9999-99-99 99:99     77.660 -9999 -99999.   ...  0   3172-99
2012-06-19 00:45 9999-99-99 99:99     68.110 -9999 -99999.   ...  0   3596-99
2012-06-19 00:45 9999-99-99 99:99     69.000 -9999 -99999.   ...  0   3821-99
2012-06-25 22:22 9999-99-99 99:99     86.650 -9999 -99999.   ...  0    879-99
2012-06-25 22:22 9999-99-99 99:99     86.430 -9999 -99999.   ...  0    880-99
2012-07-02 22:10 9999-99-99 99:99     72.260 -9999 -99999.   ...  0   5331-99
2012-07-02 22:10 9999-99-99 99:99     71.820 -9999 -99999.   ...  0   5332-99
2012-07-08 00:28 9999-99-99 99:99     72.510 -9999 -99999.   ...  0   1541-99
2012-07-08 00:28 9999-99-99 99:99     70.940 -9999 -99999.   ...  0   1542-99
2012-07-17 02:51 9999-99-99 99:99     81.740 -9999 -99999.   ...  0   3679-99
2012-07-17 02:51 9999-99-99 99:99     82.230 -9999 -99999.   ...  0   3680-99
2012-07-24 05:20 9999-99-99 99:99    111.100 -9999 -99999.   ...  0   1993-99
2012-07-24 05:20 9999-99-99 99:99    110.880 -9999 -99999.   ...  0    939-99
2012-07-31 02:22 9999-99-99 99:99     76.650 -9999 -99999.   ...  0   3239-99
2012-08-07 03:11 9999-99-99 99:99     44.510 -9999 -99999.   .X.  0   2325-99
2012-08-14 03:56 9999-99-99 99:99     74.350 -9999 -99999.   ...  0   1316-99
2012-08-14 03:56 9999-99-99 99:99     74.560 -9999 -99999.   ...  0   4633-99
2012-08-21 00:16 9999-99-99 99:99    107.690 -9999 -99999.   ...  0   3167-99
2012-08-21 00:16 9999-99-99 99:99    106.660 -9999 -99999.   ...  0   4808-99
2012-08-28 01:44 9999-99-99 99:99     86.880 -9999 -99999.   ...  0   1635-99
2012-08-28 01:44 9999-99-99 99:99     85.540 -9999 -99999.   ...  0   4353-99
2012-09-04 22:11 9999-99-99 99:99     99.800 -9999 -99999.   ...  0   1318-99
2012-09-04 22:11 9999-99-99 99:99     97.540 -9999 -99999.   ...  0   5299-99
2012-09-11 02:01 9999-99-99 99:99     91.510 -9999 -99999.   ...  0   3523-99
2012-09-11 02:01 9999-99-99 99:99     92.440 -9999 -99999.   ...  0    483-99
2012-09-18 02:12 9999-99-99 99:99     84.000 -9999 -99999.   ...  0   1969-99
2012-09-18 02:12 9999-99-99 99:99     81.960 -9999 -99999.   ...  0   3168-99
2012-09-24 20:48 9999-99-99 99:99    101.600 -9999 -99999.   ...  0   5269-99
2012-09-24 20:48 9999-99-99 99:99    100.930 -9999 -99999.   ...  0   5270-99
2012-10-02 02:15 9999-99-99 99:99    115.310 -9999 -99999.   ...  0   5401-99
2012-10-02 02:15 9999-99-99 99:99    114.860 -9999 -99999.   ...  0   5402-99
2012-10-09 21:20 9999-99-99 99:99    131.320 -9999 -99999.   ...  0   4551-99
2012-10-09 21:20 9999-99-99 99:99    131.850 -9999 -99999.   ...  0    771-99
2012-10-16 03:30 9999-99-99 99:99    120.110 -9999 -99999.   ...  0   4927-99
2012-10-16 03:30 9999-99-99 99:99    119.950 -9999 -99999.   ...  0   5136-99
2012-10-23 01:50 9999-99-99 99:99    109.780 -9999 -99999.   ...  0   3969-99
2012-10-23 01:50 9999-99-99 99:99    109.260 -9999 -99999.   ...  0   3970-99
2012-10-29 21:44 9999-99-99 99:99     76.950 -9999 -99999.   ...  0   3610-99
2012-10-29 21:44 9999-99-99 99:99     76.190 -9999 -99999.   ...  0   5030-99
2012-11-06 02:00 9999-99-99 99:99    114.860 -9999 -99999.   ...  0   1500-99
2012-11-06 02:00 9999-99-99 99:99    114.600 -9999 -99999.   ...  0   2824-99
2012-11-14 03:10 9999-99-99 99:99    100.240 -9999 -99999.   +..  0   4199-99
2012-11-14 03:10 9999-99-99 99:99     95.620 -9999 -99999.   -..  0   4866-99
2012-11-19 20:45 9999-99-99 99:99    107.720 -9999 -99999.   ...  0   4637-99
2012-11-19 20:45 9999-99-99 99:99    106.560 -9999 -99999.   ...  0   4638-99
2012-11-29 02:00 9999-99-99 99:99    103.960 -9999 -99999.   ...  0   2829-99
2012-11-29 02:00 9999-99-99 99:99    102.810 -9999 -99999.   ...  0   4413-99
2012-12-04 22:15 9999-99-99 99:99    127.160 -9999 -99999.   ...  0    333-99
2012-12-04 22:15 9999-99-99 99:99    126.020 -9999 -99999.   ...  0   4841-99
2012-12-11 21:45 9999-99-99 99:99     89.960 -9999 -99999.   ...  0   3679-99
2012-12-11 21:45 9999-99-99 99:99     90.500 -9999 -99999.   ...  0   3680-99
2012-12-18 20:00 9999-99-99 99:99    102.320 -9999 -99999.   ...  0   3785-99
2012-12-18 20:00 9999-99-99 99:99    102.220 -9999 -99999.   ...  0   5137-99
2012-12-24 23:45 9999-99-99 99:99    123.440 -9999 -99999.   ...  0   1447-99
2012-12-24 23:45 9999-99-99 99:99    122.830 -9999 -99999.   ...  0   5305-99
2013-01-01 02:30 9999-99-99 99:99    168.590 -9999 -99999.   .X.  0    109-99
2013-01-01 02:30 9999-99-99 99:99    169.710 -9999 -99999.   .X.  0   1816-99
2013-01-08 03:00 9999-99-99 99:99    112.590 -9999 -99999.   ...  0   4395-99
2013-01-08 03:00 9999-99-99 99:99    112.840 -9999 -99999.   ...  0   5424-99
2013-01-14 21:00 9999-99-99 99:99    130.960 -9999 -99999.   ...  0   3307-99
2013-01-14 21:00 9999-99-99 99:99    130.490 -9999 -99999.   ...  0   3308-99
2013-01-23 19:15 9999-99-99 99:99    139.060 -9999 -99999.   ...  0   2069-99
2013-01-23 19:15 9999-99-99 99:99    137.590 -9999 -99999.   ...  0   4708-99
2013-02-11 20:00 9999-99-99 99:99    126.030 -9999 -99999.   ...  0   5222-99
2013-02-19 21:50 9999-99-99 99:99    129.510 -9999 -99999.   ...  0   4370-99
2013-02-19 21:50 9999-99-99 99:99    128.620 -9999 -99999.   ...  0   4832-99
2013-02-25 20:17 9999-99-99 99:99    106.390 -9999 -99999.   -..  0   3663-99
2013-02-25 20:17 9999-99-99 99:99    110.090 -9999 -99999.   +..  0   3664-99
2013-03-19 00:51 9999-99-99 99:99    147.270 -9999 -99999.   ...  0   2132-99
2013-03-19 00:51 9999-99-99 99:99    146.010 -9999 -99999.   ...  0   2137-99
2013-03-25 20:34 9999-99-99 99:99    123.960 -9999 -99999.   ...  0   2358-99
2013-03-25 20:34 9999-99-99 99:99    123.610 -9999 -99999.   ...  0   4218-99
2013-04-01 21:33 9999-99-99 99:99    124.180 -9999 -99999.   ...  0   4145-99
2013-04-01 21:33 9999-99-99 99:99    122.560 -9999 -99999.   ...  0   4146-99
2013-04-09 02:56 9999-99-99 99:99    149.810 -9999 -99999.   ...  0    371-99
2013-04-09 02:56 9999-99-99 99:99    149.370 -9999 -99999.   ...  0    372-99
2013-04-15 22:10 9999-99-99 99:99    170.770 -9999 -99999.   ...  0   2600-99
2013-04-15 22:10 9999-99-99 99:99    171.000 -9999 -99999.   ...  0   4554-99
2013-04-23 03:00 9999-99-99 99:99    133.280 -9999 -99999.   ...  0    446-99
2013-04-23 03:00 9999-99-99 99:99    132.690 -9999 -99999.   ...  0    460-99
2013-04-30 22:15 9999-99-99 99:99    127.110 -9999 -99999.   ...  0   1863-99
2013-04-30 22:15 9999-99-99 99:99    127.790 -9999 -99999.   ...  0    477-99
2013-05-08 03:26 9999-99-99 99:99    133.550 -9999 -99999.   +..  0   2227-99
2013-05-08 03:26 9999-99-99 99:99    129.150 -9999 -99999.   -..  0   2228-99
2013-05-13 22:16 9999-99-99 99:99    109.900 -9999 -99999.   ...  0   3249-99
